parent,child,role
B98-6110712,B07-6371033,sire
B98-6580502,B07-6371033,dam
B95-6651537,B98-6110712,sire
B96-6452296,B98-6580502,sire
B96-6165098,B98-6580502,dam
B07-6229023,B12-6321150,sire
B07-6229074,B12-6321150,dam
B02-6354241,B07-6229023,sire
B06-6407360,B07-6229074,sire
B03-6460032,B07-6229074,dam
NL11-1747281,NL15-1710595,sire
B13-3160010,NL15-1710595,dam
NL08-1549073,NL11-1747281,sire
NL08-1549094,NL11-1747281,dam
B04-3238525,B13-3160010,sire
B11-3073341,B13-3160010,dam
NL08-1549031,NL15-1710585,sire
B12-3161554,NL15-1710585,dam
NL03-5301441,NL08-1549031,sire
NL02-5236676,NL08-1549031,dam
B08-3029481,B12-3161554,sire
B07-3189603,B12-3161554,dam
B11-3172540,NL15-1710547,sire
NL09-1195381,NL15-1710547,dam
B09-3049709,B11-3172540,sire
B09-3097056,B11-3172540,dam
NL08-1549099,NL09-1195381,sire
NL08-1549056,NL09-1195381,dam
B12-3161555,NL14-1063731,sire
NL12-1623693,NL14-1063731,dam
B08-3028187,B12-3161555,sire
B07-3089612,B12-3161555,dam
NL08-1549099,NL12-1623693,sire
NL07-1786810,NL12-1623693,dam
NL13-1243845,NL14-1063667,sire
NL13-1243767,NL14-1063667,dam
NL12-1623785,NL13-1243845,sire
NL11-1747324,NL13-1243845,dam
NL09-1195373,NL13-1243767,sire
B10-3020225,NL13-1243767,dam
NL09-1186040,NL13-1243753,sire
NL10-5007933,NL13-1243753,dam
NL00-1975952,NL09-1186040,sire
NL06-4720774,NL09-1186040,dam
NL08-1549017,NL10-5007933,sire
NL09-1195379,NL10-5007933,dam
NL09-1195365,NL12-1623778,sire
NL08-1549035,NL12-1623778,dam
NL04-2062002,NL09-1195365,sire
B03-6192766,NL09-1195365,dam
NL03-5301441,NL08-1549035,sire
B07-3204311,NL08-1549035,dam
B06-3008003,B11-3070188,sire
B07-3199953,B11-3070188,dam
B08-6245262,B14-6304995,sire
B11-6261357,B14-6304995,dam
B99-6151734,B08-6245262,sire
B04-6277729,B08-6245262,dam
B94-6495178,B11-6261357,sire
B09-6130504,B11-6261357,dam
B06-6154779,B12-6317786,sire
B06-6154680,B12-6317786,dam
B99-6151734,B06-6154779,sire
B01-6153558,B06-6154779,dam
B03-2191342,B06-6154680,dam
B99-6151618,B10-6165025,sire
B09-6130504,B10-6165025,dam
B07-6110237,B09-6130504,dam
NL07-2007621,NL14-1210040,sire
NL06-1266956,NL14-1210040,dam
B10-4039081,B12-3122813,sire
B09-3099297,B12-3122813,dam
B10-4284674,B11-3113315,sire
B09-3099294,B11-3113315,dam
B05-4344528,B10-4284674,sire
B04-4391334,B10-4284674,dam
B03-3114300,B09-3099294,sire
B05-4344619,B09-3099294,dam
B00-3120985,B09-3039289,sire
B08-3088877,B09-3039289,dam
B03-3114300,B00-3120985,sire
B04-3230751,B00-3120985,dam
B03-3114102,B08-3088877,sire
B02-3020638,B08-3088877,dam
B08-6384340,B09-6080686,sire
B08-6232759,B09-6080686,dam
B12-6125535,B13-6090969,sire
B08-6098435,B13-6090969,dam
B13-6090768,B14-6165223,sire
B10-6154912,B14-6165223,dam
B09-6080627,B13-6090768,sire
B10-6154908,B13-6090768,dam
B04-6294688,B10-6154912,sire
B08-6098404,B10-6154912,dam
B11-6110093,B14-6165232,sire
B12-6125537,B14-6165232,dam
B08-6098445,B11-6110093,sire
B09-6080678,B11-6110093,dam
B13-6090704,B14-6165231,sire
B13-6090708,B14-6165231,dam
B08-6098445,B13-6090704,sire
B09-6080678,B13-6090704,dam
B09-6080690,B13-6090708,sire
B06-6414596,B13-6090708,dam
B13-6090704,B14-6165230,sire
B13-6090708,B14-6165230,dam
B13-6090706,B14-6165228,sire
B13-6090760,B14-6165228,dam
B10-6154901,B13-6090706,dam
B08-6098445,B13-6090760,sire
B09-6080678,B13-6090760,dam
B12-6125535,B14-6165135,sire
B06-6295728,B14-6165135,dam
B10-6154931,B12-6125535,sire
B08-6098287,B12-6125535,dam
B99-6030606,B06-6295728,sire
B99-3085120,B06-6295728,dam
B09-6080665,B13-6083783,dam
B10-6038377,B13-6082525,sire
B09-6222652,B12-6233302,sire
B09-6222624,B10-6037277,sire
B11-6282019,B15-6267048,dam
B07-6221452,B11-6282019,sire
B05-6234001,B11-6282019,dam
B10-6052293,B14-6176308,dam
B10-6251600,B13-6046523,sire
B10-6052381,B13-6046523,dam
B07-6221588,B10-6052381,sire
B07-6221550,B13-6046512,sire
B10-6052442,B13-6046512,dam
B01-6387174,B10-6052442,sire
B06-6411619,B10-6052442,dam
B08-6174622,B13-6046478,sire
B10-6052591,B13-6046478,dam
B01-6401491,B08-6174622,sire
B04-6374259,B08-6174622,dam
B07-6221050,B10-6052591,sire
B12-6026513,B13-6046451,sire
B11-6332492,B13-6046451,dam
B06-6270462,B12-6026513,sire
B10-6346674,B12-6026513,dam
B03-6277418,B11-6332492,sire
B05-6234189,B08-6164565,dam
B03-6287064,B05-6234189,sire
B00-6249019,B05-6234189,dam
B11-4245840,B14-3135850,dam
B09-3095085,B14-3135844,dam
B10-3047217,B14-3135838,sire
B99-5118824,B03-2310912,sire
B94-2061168,B01-2137150,dam
B97-3157416,B04-2294930,sire
B97-3157401,B04-2294930,dam
B01-2137150,CHN2014-15-386161,sire
B04-2294930,CHN2014-15-386161,dam
B02-3003886,B03-2251065,sire
B99-6143863,B03-2251065,dam
B06-2082300,CHN2014-15-104981,sire
B03-2251065,CHN2014-15-104981,dam
B04-5174902,B08-2040398,sire
B00-2352683,B08-2040398,dam
B92-2198165,B06-2082073,sire
B01-3076096,B06-2082073,dam
AU05-5509,AU13-13995,sire
AU06-6680,AU13-13995,dam
AU96-7210,AU05-5509,sire
AU95-5448,AU05-5509,dam
AU00-45252,AU06-6680,sire
AU97-8427,AU06-6680,dam
B93-6501201,B05-6085365,sire
DV05-09948-298,DV01769-09-775,dam
DV02-04715-1594,DV05-09948-298,sire
DV01-04715-1338,DV05-09948-298,dam
NL13-1248194,BE15-4254107,sire
D06218-14-302,BE15-4254107,dam
B93-6501202,B2006-6307544,sire
B02-3025836,B2010-5143270,sire
B07-5067346,B2010-5143270,dam
B09-6323111,B2013-6215566,sire
B11-6244765,B2013-6215566,dam
NL11-1908158,NL2012-1988813,sire
NL11-6049922,NL2012-1988813,dam
B07-6033105,B12-6307257,sire
B10-6031731,B12-6307257,dam
B08-207817,BELG2010-5177087,sire
B06-2094655,BELG2010-5177087,dam
B05-2136760,B08-207817,sire
B06-2073135,B08-207817,dam
B04-2294976,B06-2094655,sire
B04-2294930,B06-2094655,dam
B05-3006569,B06-2077703,sire
B01-4174034,B06-2077703,dam
B00-4065848,B05-2105255,sire
B01-6254387,B06-6173150,sire
B02-3227861,B06-6173150,dam
B99-5236262,B06-5115107,sire
NL01-1842659,NL08-1630507,sire
NL02-0271563,NL08-1630507,dam
B00-6440232,B06-6410690,dam
B08-6050156,B10-6146233,sire
B00-6440232,B10-6146233,dam
B03-2140085,B05-2196204,sire
B96-2184574,B05-2196204,dam
B98-6110722,B06-6405133,sire
B01-6096237,B06-6405133,dam
CHN09-15-213266,CHN11-15-057484,sire
CHN07-15-115977,CHN11-15-057484,dam
CC2002-1043,CHN09-15-213266,sire
CC02-02-048896,CHN09-15-213266,dam
CC03-030444,CHN07-15-115977,sire
CC04-299775,CHN07-15-115977,dam
B96-6376126,CC03-030444,sire
B94-6261321,CC03-030444,dam
B94-6668861,CC04-299775,dam
B88-6717673,CHN2008-15-239957,dam
B98-3200237,B88-6717673,sire
GL93-3993,B88-6717673,dam
TW93-103725,C2002-1097,sire
TW93-238804,C2002-1097,dam
NL82-1325105,TW93-103725,sire
B82-5000628,TW93-103725,dam
NL88-2692608,TW93-238804,sire
B86-9122830,TW93-238804,dam
C09-027471,CHN10-15-185849,sire
CHN07-15-218633,CHN10-15-185849,dam
C04-044633,C09-027471,sire
C08-000076,C09-027471,dam
CC2002-1043,CHN07-15-218633,sire
CHN05-02-023608,CHN07-15-218633,dam
B88-6717673,CHN07-15-218633,dam
B88-6725723,CC2002-1043,sire
B88-6717673,CC2002-1043,dam
BELG2007-3201208,BELG2011-3175270,sire
BELG2010-3026078,BELG2011-3175270,dam
BELG2002-3037204,BELG2007-3201208,sire
BELG2005-3064207,BELG2007-3201208,dam
BELG2003-3236839,BELG2010-3026078,sire
BELG2009-3065848,BELG2010-3026078,dam
NL02-1644564,NL06-1078025,sire
NL04-0447254,NL06-1078025,dam
CHN07-15-115969,CHN2012-15-215698,sire
CHN07-15-115921,CHN2012-15-215698,dam
NL98-1279335,CHN07-15-115969,sire
NL96-2293298,CHN07-15-115969,dam
NL98-1279298,CHN07-15-115921,sire
NL98-1279297,CHN07-15-115921,dam
CC07-071282,CC2012-085756,sire
NL00-2040299,CC07-071282,sire
NL00-2040285,CC07-071282,dam
NL2002-1739739,CC2010-250969,dam
NL96-5660145,NL2002-1739739,sire
BELG2001-5025988,NL2002-1739739,dam
B88-6717673,C2002-1043,dam
CC2011-082842,CHN2015-15-0191634,sire
CC2011-081269,CHN2015-15-0191634,dam
B90-72431,CC2011-082842,sire
B88-28221,CC2011-082842,dam
B88-65822,CC2011-081269,sire
B94-9080164,CC2011-081269,dam
CC2011-081013,CHN2015-15-0191872,sire
CHN2011-15-060594,CHN2015-15-0191872,dam
CC99-009699,CC2011-081013,sire
CC99-047691,CC2011-081013,dam
B92-2486761,CHN2011-15-060594,sire
CC00-201045,CHN2011-15-060594,dam
NL06-1078025,CHN2014-15-278369,sire
NL04-0447254,CHN2014-15-278369,dam
B97-6592452,CC04-299775,sire
B89-6150123,B97-6592452,sire
B93-6440308,B97-6592452,dam
B93-6440306,B94-6668861,sire
B87-6337115,B94-6668861,dam
NL00-2040299,WN2010-10234,sire
NL00-2040285,WN2010-10234,dam
NL98-1279739,NL00-2040299,sire
NL94-7009666,NL00-2040299,dam
NL96-2331552,NL00-2040285,sire
NL95-1936669,NL00-2040285,dam
CHN10-15-185847,CHN2011-15-057709,sire
CC10-314503,CHN2011-15-057709,dam
C04-044633,CHN10-15-185847,sire
C08-000076,CHN10-15-185847,dam
CC2002-1043,CC10-314503,sire
CHN05-02-023608,CC10-314503,dam
B93-13187,CC05-385138,sire
TW95-193065,CC05-385138,dam
B87-27088,B93-13187,sire
B91-11089,B93-13187,dam
B86-16743,TW95-193065,sire
B90-72456,TW95-193065,dam
NL2002-1739739,CC2010-250504,dam
CHN11-15-057529,CHN12-15-190334,sire
CHN10-15-259310,CHN12-15-190334,dam
CC023-1097,CHN11-15-057529,sire
CC2002-1097,CHN2015-15-0192997,sire
TW93-238804,CHN2015-15-0192997,dam
CHN11-15-057484,CHN13-15-091862,sire
CHN2007-15-115964,CHN13-15-091862,dam
CC08-177004,CHN10-15-259340,sire
CC08-080133,CHN10-15-259340,dam
CC03-260007,CC08-177004,sire
CC03-260922,CC08-177004,dam
CC03-260036,CC08-080133,sire
CC00-179370,CC08-080133,dam
CC2002-1097,CHN10-15-259306,sire
C04-299775,CHN10-15-259306,dam
TW93-103723,CC2002-1097,sire
TW93-238804,CC2002-1097,dam
B96-6598548,CC04-299768,sire
B94-6261321,CC04-299768,dam
B89-6150123,B96-6598548,sire
B92-6162729,B94-6261321,sire
B93-6440307,B94-6261321,dam
CC2002-1043,CHN10-15-259333,sire
B88-6717673,CHN10-15-259333,dam
NL2002-1739739,CC2009-055230,dam
B88-6717673,CHN10-15-187624,dam
CHN2011-15-057586,CHN2012-15-189279,sire
B88-6717673,CHN2012-15-189279,dam
B88-6725723,CHN2011-15-057586,sire
B88-6717673,CHN2011-15-057586,dam
CC2002-1043,CHN2011-15-057586,sire
BELG2007-3201208,BELG2012-3032547,sire
BELG2010-3026078,BELG2012-3032547,dam
CC2002-1043,CHN2009-15-213266,sire
B88-6717673,CHN2009-15-213266,dam
CC2002-1043,CHN2009-15-226030,sire
B88-6717673,CHN2009-15-226030,dam
CC2002-1043,CHN08-15-226444,sire
B88-6717673,CHN08-15-226444,dam
CC2002-1043,CHN2010-15-187610,sire
B88-6717673,CHN2010-15-187610,dam
B88-6717673,CHN10-15-259013,dam
CC07-071656,CHN08-15-239915,sire
CHN07-15-115977,CHN08-15-239915,dam
NL05-0530235,CC07-071656,sire
B01-6455067,CC07-071656,dam
NL98-5812165,CHN07-15-115977,sire
NL00-2148083,CHN07-15-115977,dam
NL2002-1739739,CC2011-082004,dam
CC2002-1043,CHN11-15-057555,sire
B88-6717673,CHN11-15-057555,dam
CC2002-1097,CHN11-15-366049,sire
C04-299775,CHN11-15-366049,dam
TW02-014623,CC2011-082258,sire
CC02-286123,CC2011-082258,dam
GL91-1488973,CC02-286123,sire
NL2002-1739739,CC2008-288135,dam
NL2002-1739739,CC2010-250968,dam
CHN2007-15-115921,CHN2011-15-057527,dam
BELG89-3075014,CHN2007-15-115921,sire
BELG93-3273003,CHN2007-15-115921,dam
C04-044633,C2009-027471,sire
C08-000076,C2009-027471,dam
BELG96-3101043,C04-044633,sire
C2004-133063,C08-000076,sire
BELG03-3020346,C08-000076,dam
TW93-103725,CC2010-428739,sire
TW93-238804,CC2010-428739,dam
TW98-098518,TW93-103725,sire
TW94-111208,TW93-103725,dam
B86-2118002,TW93-238804,sire
B92-2198041,TW93-238804,dam
CC2002-306492,CC2010-250679,sire
B04-3001844,CC2010-250679,dam
C2002-1097,CHN2012-15-189098,sire
TW93-238804,CHN2012-15-189098,dam
NL82-1325105,C2002-1097,sire
B82-5000628,C2002-1097,dam
C09-027471,CHN2010-15-185847,sire
CHN07-15-218633,CHN2010-15-185847,dam
C2002-1097,CHN2010-15-259066,sire
TW93-238804,CHN2010-15-259066,dam
CC2002-1043,CHN08-15-211666,sire
B88-6717673,CHN08-15-211666,dam
GL96-0236,C02-02-048896,sire
CC98-110129,C02-02-048896,dam
B89-6727915,GL96-0236,sire
TW94-111245,GL96-0236,dam
TW96-313511,CC98-110129,sire
B92-2526241,CC98-110129,dam
CHN05-15-089772,C08-33-022135,sire
C06-01-120587,C08-33-022135,dam
C02-15-320972,CHN05-15-089772,sire
C02-15-320963,CHN05-15-089772,dam
C00-10-020260,C06-01-120587,sire
C00-10-020248,C06-01-120587,dam
CC2005-385735,CC2011-082061,sire
CC2005-338561,CC2011-082061,dam
BELG2002-3120203,CC2005-385735,sire
NL2002-1739739,CC2005-385735,dam
B03-3003688,CC2005-338561,sire
CC2002-223145,CC2005-338561,dam
GL96-0236,CC05-385910,sire
CC98-110121,CC05-385910,dam
TW95-82313,CC98-110121,sire
GL93-8503,CC98-110121,dam
CC05-385910,CHN2013-15-091680,sire
CC98-110121,CHN2013-15-091680,dam
B89-6727915,CC05-385910,sire
TW94-111245,CC05-385910,dam
CNH11-15-060525,CHN2013-15-091869,sire
CC04-299869,CHN2013-15-091869,dam
B87-27088,CNH11-15-060525,sire
B91-11089,CNH11-15-060525,dam
B93-13187,CC04-299869,sire
TW95-193065,CC04-299869,dam
CC02-286009,CC11-082623,sire
CC05-385901,CC11-082623,dam
TW94-111300,CC02-286009,sire
TW98-19825,CC02-286009,dam
TW01-259801,CC05-385901,sire
TW00-108844,CC05-385901,dam
CHN11-15-057527,CHN2012-15-189251,sire
CHN07-15-115968,CHN2012-15-189251,dam
CHN07-15-115921,CHN11-15-057527,dam
CHN02-15-286160,CHN07-15-115968,sire
CHN04-15-162988,CHN07-15-115968,dam
B97-2378787,BELG07-2015400,dam
B04-6095738,BELG2008-6338325,sire
B06-2075920,BELG2008-6338325,dam
B94-6323005,B04-6095738,sire
B90-6652120,B04-6095738,dam
B02-6503571,B06-2075920,sire
B00-6545658,B06-2075920,dam
BELG08-2145608,CHN2011-15-057739,dam
CC05-385077,CC11-081113,sire
CC03-260775,CC11-081113,dam
TW94-111278,CC05-385077,sire
B94-9080122,CC05-385077,dam
CC02-286039,CC03-260775,sire
TW01-259809,CC03-260775,dam
BELG03-6486770,CHN2011-15-060550,sire
BELG08-6338325,CHN2011-15-060550,dam
BELG93-6621023,BELG03-6486770,sire
BELG90-6652120,BELG03-6486770,dam
B02-6503571,BELG08-6338325,sire
B00-6545658,BELG08-6338325,dam
CC02-286352,CHN10-15-259348,sire
CC08-080133,CHN10-15-259348,dam
B88-8901,CC02-286352,sire
B88-28221,CC02-286352,dam
B88-65822,CC08-080133,sire
B94-9080164,CC08-080133,dam
BELG03-6486770,CHN11-15-060540,sire
BELG08-6338325,CHN11-15-060540,dam
T03-343463,CHN2009-15-226226,sire
CHN03-15-120385,CHN2009-15-226226,dam
BELG03-6486770,CHN2012-15-189056,sire
BELG08-6338325,CHN2012-15-189056,dam
CHN2009-15-226226,CHN2013-15-019165,sire
CHN03-15-120385,CHN2013-15-019165,dam
CHN2009-15-226226,CHN2013-15-091114,sire
CHN03-15-120385,CHN2013-15-091114,dam
CC08-177004,CHN2010-15-259339,sire
CC08-080133,CHN2010-15-259339,dam
WN03-030504,CHN2013-15-091144,sire
TW04-65814,CHN2013-15-091144,dam
B90-50072,WN03-030504,sire
TW94-111234,WN03-030504,dam
B88-65822,TW04-65814,sire
B93-13188,TW04-65814,dam
CC02-286352,CHN2012-15-215788,sire
CC2008-080133,CHN2012-15-215788,dam
B88-65822,CC2008-080133,sire
B94-9080164,CC2008-080133,dam
CC2002-1097,CHN2014-15-278005,sire
TW93-238804,CHN2014-15-278005,dam
CHN11-15-060550,CHN2013-15-091374,sire
BELG08-6338325,CHN2013-15-091374,dam
BELG93-6621023,CHN11-15-060550,sire
BELG90-6652120,CHN11-15-060550,dam
CHN10-15-259333,CHN2012-15-212752,sire
B88-6717673,CHN2012-15-212752,dam
B88-6725723,CHN10-15-259333,sire
CHN10-193542,CHN2015-15-0191059,sire
CHN98-10-538799,CHN10-193542,sire
CHN98-10-539145,CHN10-193542,dam
CC2005-385735,CC2010-314558,sire
CC2005-338561,CC2010-314558,dam
CC2008-177006,CC2011-081148,sire
CC2006-059004,CC2011-081148,dam
B99-6078724,BELG08-6338325,sire
B99-6061109,BELG08-6338325,dam
CHN08-15-226444,CHN2012-15-197355,sire
B88-6717673,CHN2012-15-197355,dam
B88-6725723,CHN08-15-226444,sire
CC03-260014,CC2011-082590,sire
CC06-059734,CC2011-082590,dam
B87-27088,CC03-260014,sire
B91-11089,CC03-260014,dam
B86-16743,CC06-059734,sire
B90-72456,CC06-059734,dam
BELG08-2226642,CHN2011-15-057534,sire
BELG08-2145608,CHN2011-15-057534,dam
B98-2425539,BELG08-2226642,sire
B94-5328517,BELG08-2226642,dam
B03-2035944,BELG08-2145608,sire
B04-2018544,BELG08-2145608,dam
BELG03-6486770,CHN2011-15-060539,sire
BELG08-6338325,CHN2011-15-060539,dam
CC10-250793,CHN2011-15-064425,sire
CC10-250692,CHN2011-15-064425,dam
B03-6192545,CC10-250793,sire
B00-6141430,CC10-250793,dam
B99-6078724,CC10-250692,sire
B99-6061109,CC10-250692,dam
B03-2035944,BELG08-2145624,sire
B04-2018544,BELG08-2145624,dam
NL88-1868032,NL98-1279335,sire
NL79-342670,NL98-1279335,dam
NL90-1251415,CC04-299775,sire
NL89-1853897,CC04-299775,dam
B05-5148378,B2015-5153881,sire
B14-2022434,B2015-5153881,dam
B01-6182211,B05-5148378,sire
B03-5071209,B05-5148378,dam
B08-5061019,B14-2022434,sire
B12-5030350,B14-2022434,dam
B05-5148477,B2015-5153784,sire
B13-2022474,B2015-5153784,dam
B01-6182211,B05-5148477,sire
B03-5071209,B05-5148477,dam
B08-5061019,B13-2022474,sire
B12-5030350,B13-2022474,dam
BELG2009-6356672,NL2014-1654665,dam
BELG2007-6399401,BELG2009-6356672,dam
B98-6112410,AU03-9294,sire
AU01-9000,AU03-9294,dam
B96-5078397,B2002-5051917,sire
B95-5119588,B2002-5051917,dam
B98-2106530,B2002-5051803,dam
B98-6112410,AU2003-9294,sire
AU01-9000,AU2003-9294,dam
B2008-6128013,B2010-2801800,sire
B2008-6128650,B2010-2801800,dam
B2001-6025830,B2008-6128013,sire
B2003-6054690,B2008-6128013,dam
B99-2160328,B2008-6128650,sire
B2000-6003259,B2008-6128650,dam
DV02098-08-520,DV02098-13-768,sire
DV07259-10-665,DV02098-13-768,dam
DV02098-07-261,DV02098-12-607,sire
DV02098-10-1477,DV02098-12-607,dam
DV02098-97-330,DV02098-06-330,sire
DV02098-02-330,DV02098-06-330,dam
B10-6297742,B12-6023352,sire
B09-2035886,B12-6023352,dam
B10-6163736,B11-6119152,sire
B10-6213112,B14-6072319,sire
B09-5052387,B14-6303290,sire
B08-6259169,B14-6303290,dam
B94-4407032,B08-5166543,sire
B03-5241862,B08-5166543,dam
B91-4261261,B07-4093399,sire
B04-4277243,B07-4093399,dam
B03-6287040,BELG2006-6270413,dam
B94-07348443,B03-6287040,sire
B95-6300210,B03-6287040,dam
DV02098-05-868,DV03432-19-902,sire
DV02098-10-1525,DV03432-19-902,dam
B05-6045015,B07-6043932,sire
B03-6192757,B07-6043932,dam
B05-6045093,B07-6369501,sire
B03-6192536,B07-6369501,dam
B03-6192634,B06-6148141,sire
B03-6032900,B06-6148141,dam
B99-2005141,B03-2182096,sire
B00-2107147,B03-2182096,dam
B99-2005027,B06-2090139,sire
B04-2180106,B06-2090139,dam
B01-6455003,B10-6339903,sire
B07-6043922,B10-6339903,dam
B03-6032896,B05-6045400,sire
B03-6192606,B05-6045400,dam
BE05-6166350,B07-6076422,sire
BE02-6091900,B07-6076422,dam
B09-3187450,B12-3070040,sire
B05-5201292,B12-3070040,dam
B04-5174972,B05-5201292,sire
B02-2325795,B05-5201292,dam
NL98-5821416,NL02-2373106,sire
NL99-5971353,NL02-2373106,dam
BE98-6335690,BE09-6111599,sire
BE08-6259169,BE09-6111599,dam
BE09-2100552,BE11-2076149,sire
BE05-3006565,BE11-2076149,dam
B01-3031065,B09-3096056,sire
B10-6297768,B13-6123550,sire
B11-6240042,B13-6123550,dam
B10-6297768,B13-6123549,sire
B11-6240042,B13-6123549,dam
B07-6363262,B13-6122500,sire
B04-6470741,B13-6122386,sire
DV04167-02-537,DV04167-08-353,sire
B98-6586786,DV05726-06-580,dam
NL95-9545408,NL01-0179433,sire
NL94-9453553,NL01-0179433,dam
NL94-9410369,NL02-0271851,sire
NL97-9779802,NL02-0271851,dam
NL94-9410369,NL02-0271873,sire
NL97-9779802,NL02-0271873,dam
B00-5244099,C2013-14-028521,sire
B02-6455413,C2013-14-028521,dam
B99-5268087,B2003-5063091,sire
B99-5268097,B2003-5063091,dam
B00-5143517,B06-5010638,sire
B00-5244073,B06-5010638,dam
B96-6038445,B00-5143517,sire
B94-6108650,B00-5143517,dam
B96-6038485,B00-5244073,sire
B96-6938419,B00-5244073,dam
B99-5197303,B06-5010845,sire
B99-5197345,B06-5010845,dam
B99-5268087,C14-14-017142,sire
B99-5268097,C14-14-017142,dam
B2003-5063091,B99-5268087,sire
B06-5010638,B99-5268087,dam
B96-6038485,B99-5268097,sire
B96-6938419,B99-5268097,dam
B00-5244099,B05-5124315,sire
B02-6455413,B05-5124315,dam
B00-5143517,C14-14-017111,sire
B00-5244073,C14-14-017111,dam
C09-061508,B00-5143517,sire
B06-5010638,B00-5143517,dam
B00-5143517,C14-14-113760,sire
B00-5244073,C14-14-113760,dam
B00-6178544,B99-5268097,dam
B03-5071666,B2011-5010873,sire
B00-5271057,B2011-5010873,dam
NL92-1222512,NL76-1837108,sire
NL97-1582849,NL76-1837108,dam
NL88-1868032,NL79-342670,sire
NL91-2057875,NL79-342670,dam
NL06-2034262,NL2010-5019044,sire
NL2005-1195561,NL2010-5019044,dam
NL06-1016518,NL07-1766702,sire
NL06-1016550,NL07-1766702,dam
CGN2008-26-190045,CHN2015-26-2298295,sire
CHN2013-26-198303,CHN2015-26-2298295,dam
CHN2005-26-009014,CGN2008-26-190045,sire
NL1999-2240856,CGN2008-26-190045,dam
B2002-4159754,CHN2013-26-198303,sire
DV2001-0709-724,CHN2013-26-198303,dam
BE14-6228816,BE2017-6262303,sire
BE14-6228637,BE2017-6262303,dam
BE13-6320512,BE14-6228816,sire
BE12-6023329,BE14-6228816,dam
BE10-6031728,BE14-6228637,sire
BE10-6031750,BE14-6228637,dam
B2012-3002153,B2015-2107517,sire
B2012-3040651,B2015-2107517,dam
B2006-3206856,B2012-3002153,sire
B2006-3134115,B2012-3002153,dam
B2003-3028094,B2012-3040651,sire
B2005-5059381,B2012-3040651,dam
NL04-1495398,NL08-1337586,sire
NL05-1071158,NL08-1337586,dam
NL06-1682840,NL08-1337872,sire
NL05-1060700,NL08-1337872,dam
NL2007-1817921,NL2010-1681866,dam
NL1998-1249340,NL2007-1817921,sire
NL2005-1394721,NL2007-1817921,dam
NL2000-2148049,NL2010-1681814,sire
NL2007-1817969,NL2010-1681814,dam
NL09-1332498,NL12-1737051,sire
NL2005-1441789,NL2009-1185914,sire
NL2007-1818007,NL2009-1185914,dam
NL2004-2050373,NL2007-1818007,sire
NL2002-1635222,NL2007-1818007,dam
NL2006-2162254,NL2010-1682376,sire
NL2007-1817907,NL2010-1682376,dam
NL2007-1817850,NL2010-1682353,dam
NL1999-2360329,NL2007-1817850,sire
NL2006-4720774,NL2007-1817850,dam
NL1998-1215809,NL2001-1886622,sire
NL1998-1215865,NL2001-1886622,dam
NL2000-1975960,NL2002-1635116,sire
NL1999-2360302,NL2002-1635116,dam
B07-6385069,BE12-6321523,sire
B10-6146336,BE12-6321523,dam
B1991-4261261,B2004-4277483,sire
B1997-4237625,B2004-4277483,dam
B2002-4247620,B2006-2178881,sire
B2000-4065887,B2006-2178881,dam
BE14-2230911,BE2016-4129202,sire
BE11-3011390,BE2016-4129202,dam
BE13-4176517,BE14-2230911,sire
BE13-6143659,BE14-2230911,dam
BE07-3077308,BE11-3011390,dam
BE14-2230911,BE2016-4129201,sire
BE11-3011390,BE2016-4129201,dam
BE14-2230911,BE2016-4129213,sire
BE11-3011390,BE2016-4129213,dam
BE14-2230911,BE2016-4129214,sire
BE11-3011390,BE2016-4129214,dam
BE10-3163953,BE11-3008153,dam
BE12-4128680,BE2015-4108024,dam
BE2015-3025159,BE2017-3008279,sire
BE2012-3089680,BE2017-3008279,dam
BE16-6032012,BE17-6259726,sire
B15-6293477,NL18-1343000,sire
B10-6252631,NL18-1343000,dam
B13-6096329,B15-6293477,sire
B11-6261690,B15-6293477,dam
B03-6277418,B10-6252631,sire
B08-6259267,B10-6252631,dam
B04-3001596,B12-3162837,sire
B10-3179384,B12-3162837,dam
B03-3116214,B04-3001596,sire
B03-3028203,B04-3001596,dam
B03-3003524,B10-3179384,sire
B09-3095001,B10-3179384,dam
B06-6374315,B10-6056302,sire
B02-6509971,B10-6056302,dam
B99-6260005,B06-6374315,sire
B00-6240105,B06-6374315,dam
B01-6123187,B02-6509971,sire
B00-6212020,B02-6509971,dam
B09-6154349,B13-6202660,sire
B10-6056565,B13-6202660,dam
B00-6506376,B09-6154349,sire
B05-5223008,B09-6154349,dam
B06-6411898,B10-6056565,sire
B98-6156404,B10-6056565,dam
NL07-1431246,NL10-1125571,sire
NL06-1827396,NL07-1431246,sire
NL98-1933628,NL10-4786871,sire
NL04-1330896,NL10-4786871,dam
NL97-2253104,NL98-1933628,sire
NL97-2253023,NL98-1933628,dam
NL02-5253353,NL04-1330896,sire
NL01-5167637,NL04-1330896,dam
NL06-1938034,NL11-1063864,sire
NL06-1938059,NL11-1063864,dam
NL97-1132365,NL06-1938034,sire
NL01-5159406,NL06-1938034,dam
NL99-1995098,NL06-1938059,sire
NL01-5159409,NL06-1938059,dam
NL11-1704553,NL13-1196567,sire
NL10-1647811,NL13-1196567,dam
NL04-2001118,NL10-1647811,dam
NL09-3920729,NL12-3222526,sire
NL08-3821038,NL12-3222526,dam
NL08-3819951,NL09-3920729,sire
NL05-1521415,NL09-3920729,dam
